timestamp,value,anomaly_score,predValueFirst,predValueLast,label
2014-07-01 13:00:00,18178,0.0,-103736.572296,29926.1675433,0
2014-07-01 13:30:00,19459,0.0,20827.1280425,86544.2463525,0
2014-07-01 14:00:00,19546,0.0,135224.529639,136678.610038,0
2014-07-01 14:30:00,20591,0.0,239351.107247,179968.71664,0
2014-07-01 15:00:00,19380,0.0,333582.174198,216858.815502,0
2014-07-01 15:30:00,18544,0.0,415494.333531,246109.904646,0
2014-07-01 16:00:00,16228,0.0,484638.651933,268009.468091,0
2014-07-01 16:30:00,15013,0.0,539058.763162,282044.575734,0
2014-07-01 17:00:00,17203,0.0,580074.053389,289422.183917,0
2014-07-01 17:30:00,19525,0.0,612009.020756,292521.146739,0
2014-07-01 18:00:00,22966,0.0,636199.990656,292149.295096,0
2014-07-01 18:30:00,27598,0.0,655268.353416,289675.59422,0
2014-07-01 19:00:00,26827,0.0,672301.858341,286515.541987,0
2014-07-01 19:30:00,24904,0.0,678111.116051,279323.001202,0
2014-07-01 20:00:00,22875,0.0,671431.81511,268213.289598,0
2014-07-01 20:30:00,20394,0.0,653423.138105,254031.962756,0
2014-07-01 21:00:00,23401,0.0,625206.287992,237451.371193,0
2014-07-01 21:30:00,24439,0.0,593771.90966,220957.205804,0
2014-07-01 22:00:00,23318,0.0,557709.285088,204048.204047,0
2014-07-01 22:30:00,21733,0.0,515757.077936,186446.795119,0
2014-07-01 23:00:00,20104,0.0,468846.624071,168512.889858,0
2014-07-01 23:30:00,16111,0.0,418395.43266,150628.534343,0
2014-07-02 00:00:00,13370,0.0,364894.579184,132830.219273,0
2014-07-02 00:30:00,9945,0.0,310560.909703,115593.731147,0
2014-07-02 01:00:00,7571,0.0,256634.103482,99017.2812425,0
2014-07-02 01:30:00,5917,0.0,204397.822615,83222.0589271,0
2014-07-02 02:00:00,4820,0.0,154726.263333,68202.5966967,0
2014-07-02 02:30:00,3634,0.0,108251.08783,53934.2531441,0
2014-07-02 03:00:00,2993,0.0,65417.8450864,40389.915845,0
2014-07-02 03:30:00,2535,0.0,26556.6603688,27560.1458101,0
2014-07-02 04:00:00,2570,0.0,-8106.83775195,15448.1834152,0
2014-07-02 04:30:00,2485,0.0,-38437.4499779,4079.2803158,0
2014-07-02 05:00:00,2868,0.0,-64392.3520031,-6500.43198346,0
2014-07-02 05:30:00,4482,0.0,-86012.1447235,-16224.4068187,0
2014-07-02 06:00:00,6788,0.0,-103408.546637,-25023.2587432,0
2014-07-02 06:30:00,11078,0.0,-116764.085492,-32823.6810523,0
2014-07-02 07:00:00,13729,0.0,-126458.608205,-39605.302694,0
2014-07-02 07:30:00,16700,0.0,-132712.471475,-45228.4856832,0
2014-07-02 08:00:00,19156,0.0,-135960.565363,-49605.9086743,0
2014-07-02 08:30:00,19953,0.0,-136498.57482,-52637.3123049,0
2014-07-02 09:00:00,19502,0.0,-134416.576637,-54114.2287677,0
2014-07-02 09:30:00,18994,0.0,-129905.992091,-53902.8487416,0
2014-07-02 10:00:00,17311,0.0,-123340.286954,-52068.3163309,0
2014-07-02 10:30:00,17904,0.0,-114941.398695,-48666.5762707,0
2014-07-02 11:00:00,17133,0.0,-105311.354525,-44054.6746285,0
2014-07-02 11:30:00,18589,0.0,-94551.7479778,-38358.1263907,0
2014-07-02 12:00:00,19134,0.0,-83147.3202188,-31914.9213889,0
2014-07-02 12:30:00,19259,0.0,-71196.5555437,-24879.5132257,0
2014-07-02 13:00:00,18667,0.0,-58905.320005,-17415.8427741,0
2014-07-02 13:30:00,19078,0.0,-46473.8868186,-9708.67317219,0
2014-07-02 14:00:00,18546,0.0,-34173.9367554,-2029.35030477,0
2014-07-02 14:30:00,18593,0.0,-22104.939374,5439.06587093,0
2014-07-02 15:00:00,17967,0.0,-10462.2086468,12489.5456946,0
2014-07-02 15:30:00,16624,0.0,648.556474137,18963.5427327,0
2014-07-02 16:00:00,14634,0.0,11087.8202299,24724.9496796,0
2014-07-02 16:30:00,13888,0.0,20705.2484522,29644.1637735,0
2014-07-02 17:00:00,17430,0.0,29380.6387866,33587.5709691,0
2014-07-02 17:30:00,21919,0.0,37144.5382406,36459.4366576,0
2014-07-02 18:00:00,23633,0.0,44166.4947682,38318.7891341,0
2014-07-02 18:30:00,24512,0.0,50484.0997891,39394.7345795,0
2014-07-02 19:00:00,24887,0.0,55965.029281,39889.8754791,0
2014-07-02 19:30:00,26872,0.0,60515.3067047,39946.3926356,0
2014-07-02 20:00:00,22009,0.0,64138.7889857,39663.5440854,0
2014-07-02 20:30:00,18259,0.0,66696.590589,39242.0560654,0
2014-07-02 21:00:00,20844,0.0,67988.0610276,38717.7157502,0
2014-07-02 21:30:00,22576,0.0,68188.3288418,37943.079295,0
2014-07-02 22:00:00,22401,0.0,67574.6933855,36938.7727985,0
2014-07-02 22:30:00,19056,0.0,66197.2400942,35860.5970895,0
2014-07-02 23:00:00,17518,0.0,63972.7394109,34827.8924957,0
2014-07-02 23:30:00,15307,0.0,60919.8244002,33798.0342066,0
2014-07-03 00:00:00,12646,0.0,57177.1602202,32702.6777661,0
2014-07-03 00:30:00,10562,0.0,52861.9706606,31496.9276294,0
2014-07-03 01:00:00,8416,0.0,48090.7287359,30099.7802513,0
2014-07-03 01:30:00,7098,0.0,43010.4813434,28443.8238607,0
2014-07-03 02:00:00,5826,0.0301029996659,37759.3006283,26477.2877809,0
2014-07-03 02:30:00,4383,0.0301029996659,32480.7781568,24181.8900569,0
2014-07-03 03:00:00,3270,1.0,27284.5656286,21578.2784264,0
2014-07-03 03:30:00,2948,1.0,22255.1937059,18696.7927403,0
2014-07-03 04:00:00,3146,0.0301029996659,17487.4670838,15585.1605859,0
2014-07-03 04:30:00,3077,0.0301029996659,13074.1904518,12321.1495197,0
2014-07-03 05:00:00,3000,0.0301029996659,9074.76402935,9023.22911057,0
2014-07-03 05:30:00,4592,0.0301029996659,5504.2256227,5815.84040585,0
2014-07-03 06:00:00,6486,1.0,2387.47809311,2798.1533608,0
2014-07-03 06:30:00,10113,1.0,-218.512184826,91.7083593469,0
2014-07-03 07:00:00,12240,1.0,-2295.78877138,-2182.91671733,0
2014-07-03 07:30:00,14574,1.0,-3822.04333189,-3856.36387802,0
2014-07-03 08:00:00,16778,1.0,-4870.67372042,-4794.83667585,0
2014-07-03 08:30:00,18910,1.0,-5485.75006107,-4928.97359355,0
2014-07-03 09:00:00,18350,0.0301029996659,-5699.97338871,-4227.00636156,0
2014-07-03 09:30:00,17218,0.0301029996659,-5522.55320102,-2626.22101938,0
2014-07-03 10:00:00,16097,0.0301029996659,-5073.22990114,-211.097226237,0
2014-07-03 10:30:00,16409,0.0301029996659,-4418.7764477,2806.51705993,0
2014-07-03 11:00:00,15893,0.0301029996659,-3571.52474052,6151.77484932,0
2014-07-03 11:30:00,16778,0.0301029996659,-2476.57243007,9616.15613697,0
2014-07-03 12:00:00,17604,0.0301029996659,-1150.82133681,12975.8260074,0
2014-07-03 12:30:00,18665,0.0301029996659,454.890356229,16061.3392918,0
2014-07-03 13:00:00,19045,0.0301029996659,2351.05992847,18760.4855483,0
2014-07-03 13:30:00,19261,0.0301029996659,4540.60956321,21013.8697074,0
2014-07-03 14:00:00,19363,0.0301029996659,6979.12374271,22782.3489928,0
2014-07-03 14:30:00,19078,0.0301029996659,9620.10940954,24042.9581937,0
2014-07-03 15:00:00,18193,0.0301029996659,12412.2107101,24806.0210502,0
2014-07-03 15:30:00,16635,0.0301029996659,15278.7272291,25107.1218629,0
2014-07-03 16:00:00,14615,0.0301029996659,18114.6979812,24990.2102588,0
2014-07-03 16:30:00,13759,0.0301029996659,20806.6063191,24493.6410985,0
2014-07-03 17:00:00,17008,0.0301029996659,23253.4508697,23624.6692812,0
2014-07-03 17:30:00,19595,0.0301029996659,25458.4400737,22374.0288095,0
2014-07-03 18:00:00,21328,1.0,27522.7196133,20904.2173573,0
2014-07-03 18:30:00,22661,1.0,29401.5787089,19479.1246974,0
2014-07-03 19:00:00,29985,1.0,31001.3349907,18314.2045135,0
2014-07-03 19:30:00,21501,0.0301029996659,32290.2498486,17411.9380947,0
2014-07-03 20:00:00,22684,0.0301029996659,33386.3836925,17365.2695051,0
2014-07-03 20:30:00,22188,0.0301029996659,33782.4284648,17987.1463746,0
2014-07-03 21:00:00,22663,0.0301029996659,33664.7071116,19059.9747676,0
2014-07-03 21:30:00,19573,0.0301029996659,33126.8849751,20493.6088909,0
2014-07-03 22:00:00,17136,0.0301029996659,32204.65479,22230.9591341,0
2014-07-03 22:30:00,16606,0.0301029996659,30845.8939833,24074.7452699,0
2014-07-03 23:00:00,16166,0.0301029996659,29135.1007032,25725.8295502,0
2014-07-03 23:30:00,16020,0.0301029996659,27254.0189782,26986.5156735,0
2014-07-04 00:00:00,15591,0.0301029996659,25323.6076909,27735.3951639,0
2014-07-04 00:30:00,14395,0.0301029996659,23441.5126786,27907.2558448,0
2014-07-04 01:00:00,12535,0.0301029996659,21670.3775777,27489.286682,0
2014-07-04 01:30:00,11341,0.0301029996659,20027.5506339,26488.0459378,0
2014-07-04 02:00:00,9980,0.0301029996659,18521.8468548,24900.8764336,0
2014-07-04 02:30:00,8404,0.0301029996659,17185.0521205,22771.153581,0
2014-07-04 03:00:00,7200,0.0301029996659,16012.130128,20191.071706,0
2014-07-04 03:30:00,6578,0.0301029996659,14971.826065,17262.8386087,0
2014-07-04 04:00:00,5657,0.0301029996659,14048.9151382,14107.6019019,0
2014-07-04 04:30:00,4474,0.0301029996659,13218.578334,10883.6153571,0
2014-07-04 05:00:00,3459,0.0301029996659,12422.2150899,7758.74988529,0
2014-07-04 05:30:00,3276,0.0301029996659,11591.631629,4866.07197212,0
2014-07-04 06:00:00,3595,0.0301029996659,10695.8062903,2307.72457177,0
2014-07-04 06:30:00,4240,0.0301029996659,9734.85545059,175.790853691,0
2014-07-04 07:00:00,4828,0.0301029996659,8715.61109951,-1436.58095547,0
2014-07-04 07:30:00,4926,0.0301029996659,7640.80656543,-2453.76444675,0
2014-07-04 08:00:00,5165,0.0301029996659,6504.01097079,-2833.00389529,0
2014-07-04 08:30:00,5776,0.0301029996659,5301.69399533,-2589.56608681,0
2014-07-04 09:00:00,7338,0.0301029996659,4065.87323523,-1797.34209871,0
2014-07-04 09:30:00,7839,0.0301029996659,2866.77165875,-557.66155172,0
2014-07-04 10:00:00,8623,0.0301029996659,1782.88507844,1053.22870195,0
2014-07-04 10:30:00,9731,0.0301029996659,842.755408208,2935.28335442,0
2014-07-04 11:00:00,11024,0.0301029996659,104.411653546,4950.54404229,0
2014-07-04 11:30:00,13231,0.0301029996659,-357.351436968,6982.16613799,0
2014-07-04 12:00:00,13613,0.0301029996659,-478.534643243,8918.70658665,0
2014-07-04 12:30:00,13737,0.0301029996659,-195.189948744,10737.3124405,0
2014-07-04 13:00:00,15574,0.0301029996659,450.712171869,12399.9550301,0
2014-07-04 13:30:00,14226,0.0301029996659,1444.38405187,13801.5020762,0
2014-07-04 14:00:00,18480,0.0301029996659,2823.23460179,14966.9201618,0
2014-07-04 14:30:00,18265,0.0301029996659,4481.68302922,15788.257896,0
2014-07-04 15:00:00,16575,0.0301029996659,6549.57419671,16373.5590641,0
2014-07-04 15:30:00,16417,0.0301029996659,8845.81980098,16878.5773593,0
2014-07-04 16:00:00,14703,0.0301029996659,11191.852244,17255.6722061,0
2014-07-04 16:30:00,13469,0.0301029996659,13543.7116621,17506.4859483,0
2014-07-04 17:00:00,12105,0.0301029996659,15775.884659,17616.7666426,0
2014-07-04 17:30:00,11676,0.0301029996659,17807.9199576,17558.2555741,0
2014-07-04 18:00:00,15487,0.0301029996659,19579.4024895,17303.71995,0
2014-07-04 18:30:00,15077,0.0301029996659,21114.8124201,16799.4293989,0
2014-07-04 19:00:00,14999,0.0301029996659,22512.6312199,16242.7012874,0
2014-07-04 19:30:00,14487,0.0301029996659,23620.5001571,15799.4269282,0
2014-07-04 20:00:00,14415,0.0301029996659,24370.4198199,15514.780888,0
2014-07-04 20:30:00,13796,0.0301029996659,24741.6712341,15399.5672899,0
2014-07-04 21:00:00,14036,0.0301029996659,24742.5458347,15457.317094,0
2014-07-04 21:30:00,14021,0.0301029996659,24381.0819071,15648.0413105,0
2014-07-04 22:00:00,15593,0.0301029996659,23714.2589978,15935.2931511,0
2014-07-04 22:30:00,16589,0.0301029996659,22805.2201528,16261.9070894,0
2014-07-04 23:00:00,17984,0.0301029996659,21767.2131416,16623.7944362,0
2014-07-04 23:30:00,18035,0.0301029996659,20662.541899,17032.3436836,0
2014-07-05 00:00:00,17576,0.0301029996659,19553.1028989,17515.9137222,0
2014-07-05 00:30:00,16189,0.0301029996659,18447.5868072,18071.3029547,0
2014-07-05 01:00:00,14441,0.0301029996659,17356.005017,18645.0378282,0
2014-07-05 01:30:00,12535,0.0301029996659,16278.1192934,19139.1251383,0
2014-07-05 02:00:00,11006,0.0301029996659,15223.027284,19427.1014015,0
2014-07-05 02:30:00,9151,0.0301029996659,14215.8708465,19377.9903718,0
2014-07-05 03:00:00,8010,0.0301029996659,13288.3297593,18905.7352646,0
2014-07-05 03:30:00,7096,0.0301029996659,12450.2422571,17950.6903815,0
2014-07-05 04:00:00,6407,0.0301029996659,11728.6582989,16503.5741239,0
2014-07-05 04:30:00,4421,0.0301029996659,11132.9812313,14622.4950077,0
2014-07-05 05:00:00,3126,0.0301029996659,10630.3880191,12427.6373463,0
2014-07-05 05:30:00,2514,0.0301029996659,10139.7964347,10017.0073616,0
2014-07-05 06:00:00,2550,0.0301029996659,9637.8935431,7475.54696459,0
2014-07-05 06:30:00,3148,0.0301029996659,9123.55579749,4926.45686817,0
2014-07-05 07:00:00,3658,0.0301029996659,8594.200526,2524.14881063,0
2014-07-05 07:30:00,4345,0.0301029996659,8038.63174285,440.584915291,0
2014-07-05 08:00:00,4682,0.0301029996659,7429.47545045,-1168.88735203,0
2014-07-05 08:30:00,6248,0.0301029996659,6746.20162188,-2186.36311643,0
2014-07-05 09:00:00,7454,0.0301029996659,5985.26596506,-2566.38965852,0
2014-07-05 09:30:00,9010,0.0301029996659,5198.92232449,-2283.41606665,0
2014-07-05 10:00:00,10280,0.0301029996659,4415.17429209,-1342.32868347,0
2014-07-05 10:30:00,11488,0.0301029996659,3681.8402852,208.198644548,0
2014-07-05 11:00:00,11595,0.0301029996659,3041.75904148,2279.68922588,0
2014-07-05 11:30:00,13098,0.0301029996659,2537.41131976,4757.05292053,0
2014-07-05 12:00:00,12623,0.0301029996659,2200.40108355,7441.06930863,0
2014-07-05 12:30:00,13031,0.0301029996659,2121.30584737,10174.2421738,0
2014-07-05 13:00:00,13263,0.0301029996659,2295.9763926,12765.0812467,0
2014-07-05 13:30:00,13349,0.0301029996659,2781.65196867,15020.2700419,0
2014-07-05 14:00:00,13822,0.0301029996659,3610.25284306,16809.988592,0
2014-07-05 14:30:00,13716,0.0301029996659,4785.13496464,18036.8800769,0
2014-07-05 15:00:00,13919,0.0301029996659,6302.6827017,18678.3827156,0
2014-07-05 15:30:00,14203,0.0301029996659,8107.85301309,18753.870128,0
2014-07-05 16:00:00,13179,0.0301029996659,10146.6213854,18321.9880638,0
2014-07-05 16:30:00,13708,0.0301029996659,12331.5145666,17518.2549166,0
2014-07-05 17:00:00,13897,0.0301029996659,14526.7615345,16436.2635724,0
2014-07-05 17:30:00,14740,0.0301029996659,16676.4883117,15204.0812118,0
2014-07-05 18:00:00,14575,0.0301029996659,18690.3283718,13982.9969747,0
2014-07-05 18:30:00,16085,0.0301029996659,20484.8960352,12952.5658795,0
2014-07-05 19:00:00,18182,0.0301029996659,21963.6425803,12220.8883019,0
2014-07-05 19:30:00,16861,0.0301029996659,23131.8624443,11879.0698029,0
2014-07-05 20:00:00,14140,0.0301029996659,23961.8959648,12118.267085,0
2014-07-05 20:30:00,14477,0.0301029996659,24279.4629035,12978.6045119,0
2014-07-05 21:00:00,15293,0.0301029996659,24023.8201027,14220.7805068,0
2014-07-05 21:30:00,15457,0.0301029996659,23356.8550618,15632.3604634,0
2014-07-05 22:00:00,16048,0.0301029996659,22399.0330004,17112.7745969,0
2014-07-05 22:30:00,17477,0.0301029996659,21222.9722169,18541.4258646,0
2014-07-05 23:00:00,16391,0.0301029996659,19949.2338475,19784.7385437,0
2014-07-05 23:30:00,17006,0.0301029996659,18695.7504433,20817.707674,0
2014-07-06 00:00:00,15427,0.0301029996659,17475.483841,21537.80232,0
2014-07-06 00:30:00,14615,0.0301029996659,16387.1704073,21893.0865556,0
2014-07-06 01:00:00,13124,0.0301029996659,15423.5930606,21821.9820443,0
2014-07-06 01:30:00,12222,0.0301029996659,14619.4146905,21272.9693941,0
2014-07-06 02:00:00,11134,0.0301029996659,13977.1568382,20225.8795822,0
2014-07-06 02:30:00,9145,0.0301029996659,13505.2084446,18707.7418914,0
2014-07-06 03:00:00,8624,0.0301029996659,13165.4542767,16811.880438,0
2014-07-06 03:30:00,7885,0.0301029996659,12891.4406816,14600.6692545,0
2014-07-06 04:00:00,7167,0.0301029996659,12680.5968882,12186.1891748,0
2014-07-06 04:30:00,4805,0.0301029996659,12481.0471351,9734.86749485,0
2014-07-06 05:00:00,3103,0.0301029996659,12202.0401295,7423.04975689,0
2014-07-06 05:30:00,2671,0.0301029996659,11716.9443071,5340.64942759,0
2014-07-06 06:00:00,2510,0.0301029996659,10999.7598983,3501.31877444,0
2014-07-06 06:30:00,2917,0.0301029996659,10085.4692449,1952.54259007,0
2014-07-06 07:00:00,3189,0.0301029996659,8997.7646348,758.724139167,0
2014-07-06 07:30:00,4107,0.0301029996659,7768.84196332,-22.5630143363,0
2014-07-06 08:00:00,4122,0.0301029996659,6436.09241269,-364.203582759,0
2014-07-06 08:30:00,5654,0.0301029996659,5052.29713738,-249.985170608,0
2014-07-06 09:00:00,6360,0.0301029996659,3660.67834353,269.58035762,0
2014-07-06 09:30:00,8406,0.0301029996659,2370.65425294,1144.74801153,0
2014-07-06 10:00:00,9372,0.0301029996659,1251.77803316,2306.90937598,0
2014-07-06 10:30:00,11067,0.0301029996659,407.654859037,3702.13849683,0
2014-07-06 11:00:00,11595,0.0301029996659,-117.63014046,5268.16190722,0
2014-07-06 11:30:00,12909,0.0301029996659,-264.250578017,6942.82285461,0
2014-07-06 12:00:00,13715,0.0301029996659,-27.0806724927,8636.47321259,0
2014-07-06 12:30:00,13648,0.0301029996659,634.338080994,10268.4344379,0
2014-07-06 13:00:00,14296,0.0301029996659,1702.0513682,11798.4569291,0
2014-07-06 13:30:00,14798,0.0301029996659,3122.13532543,13141.1640875,0
2014-07-06 14:00:00,15473,0.0301029996659,4880.86741077,14237.9429674,0
2014-07-06 14:30:00,16032,0.0301029996659,6931.87320048,15077.2783931,0
2014-07-06 15:00:00,14661,0.0301029996659,9214.83730908,15680.5538387,0
2014-07-06 15:30:00,14836,0.0301029996659,11624.8809936,16128.7086725,0
2014-07-06 16:00:00,13700,0.0301029996659,14000.2449352,16410.0573457,0
2014-07-06 16:30:00,14565,0.0301029996659,16276.1789745,16540.6168123,0
2014-07-06 17:00:00,15392,0.0301029996659,18349.0260438,16514.495079,0
2014-07-06 17:30:00,16866,0.0301029996659,20211.6385185,16366.4443403,0
2014-07-06 18:00:00,16893,0.0301029996659,21836.3154492,16196.4429984,0
2014-07-06 18:30:00,16877,0.0301029996659,23184.9426362,16146.8607811,0
2014-07-06 19:00:00,17025,0.0301029996659,24168.3811333,16307.4808913,0
2014-07-06 19:30:00,15884,0.0301029996659,24750.1821603,16681.6207493,0
2014-07-06 20:00:00,14487,0.0301029996659,24920.6054616,17269.6810132,0
2014-07-06 20:30:00,14159,0.0301029996659,24639.2490971,18001.5571042,0
2014-07-06 21:00:00,16135,0.0301029996659,23931.0695217,18711.7320006,0
2014-07-06 21:30:00,16165,0.0301029996659,22933.3056945,19224.0443446,0
2014-07-06 22:00:00,14025,0.0301029996659,21815.6510137,19542.7049407,0
2014-07-06 22:30:00,13970,0.0301029996659,20574.9659088,19734.2164378,0
2014-07-06 23:00:00,13198,0.0301029996659,19188.9107967,19675.8954134,0
2014-07-06 23:30:00,11355,0.0301029996659,17782.0212796,19287.1922857,0
2014-07-07 00:00:00,8675,0.0301029996659,16391.0414955,18581.3200447,0
2014-07-07 00:30:00,7180,0.0301029996659,14984.9790757,17542.0415539,0
2014-07-07 01:00:00,5178,0.0301029996659,13551.087347,16092.4913139,0
2014-07-07 01:30:00,3658,0.0301029996659,12134.5415231,14215.4779433,0
2014-07-07 02:00:00,3181,0.0301029996659,10733.8725617,11949.2299259,0
2014-07-07 02:30:00,2402,0.0301029996659,9369.77442426,9350.58092162,0
2014-07-07 03:00:00,1944,0.0301029996659,8073.68236736,6565.28346396,0
2014-07-07 03:30:00,1877,0.0301029996659,6824.35880461,3773.53365206,0
2014-07-07 04:00:00,2257,0.0301029996659,5610.55421553,1149.43239484,0
2014-07-07 04:30:00,2280,0.0301029996659,4432.72697075,-1136.00346433,0
2014-07-07 05:00:00,2575,0.0301029996659,3286.91291158,-2911.4752673,0
2014-07-07 05:30:00,4174,0.0301029996659,2151.0791877,-4057.79440585,0
2014-07-07 06:00:00,6346,0.0301029996659,1054.23033099,-4537.747162,0
2014-07-07 06:30:00,10594,0.0301029996659,86.26808748,-4325.75274592,0
2014-07-07 07:00:00,12632,0.0301029996659,-646.10465654,-3421.34976924,0
2014-07-07 07:30:00,14893,0.0301029996659,-1020.31920341,-1746.53348749,0
2014-07-07 08:00:00,16470,0.0301029996659,-1055.88482666,711.637120228,0
2014-07-07 08:30:00,18998,0.0301029996659,-718.950468984,3843.23961512,0
2014-07-07 09:00:00,17792,0.0301029996659,23.4290831209,7453.20956203,0
2014-07-07 09:30:00,16396,0.0301029996659,1215.13931748,11403.2429586,0
2014-07-07 10:00:00,14128,0.0301029996659,2719.55666655,15424.4951571,0
2014-07-07 10:30:00,14161,0.0301029996659,4475.68711984,19116.880297,0
2014-07-07 11:00:00,14154,0.0301029996659,6460.10534348,22047.2829817,0
2014-07-07 11:30:00,15074,0.0301029996659,8745.21908298,23935.5340439,0
2014-07-07 12:00:00,15188,0.0301029996659,11327.2705336,24687.6186869,0
2014-07-07 12:30:00,15483,0.0301029996659,14168.7061567,24378.3619074,0
2014-07-07 13:00:00,15338,0.0301029996659,17145.4937703,23187.9064282,0
2014-07-07 13:30:00,16242,0.0301029996659,20117.9353696,21357.6322504,0
2014-07-07 14:00:00,16579,0.0301029996659,22933.3512332,19150.8172056,0
2014-07-07 14:30:00,16885,0.0301029996659,25471.6404169,16887.2270215,0
2014-07-07 15:00:00,16824,0.0301029996659,27572.7739283,14887.8504281,0
2014-07-07 15:30:00,16238,0.0301029996659,29095.6236444,13411.4957201,0
2014-07-07 16:00:00,15702,0.0301029996659,29922.2725915,12635.5271471,0
2014-07-07 16:30:00,15132,0.0301029996659,29974.5742044,12608.6892251,0
2014-07-07 17:00:00,17500,0.0301029996659,29248.9561237,13269.9775065,0
2014-07-07 17:30:00,19167,0.0301029996659,27847.9504307,14426.3509217,0
2014-07-07 18:00:00,21398,0.0301029996659,26011.4813298,15961.7892572,0
2014-07-07 18:30:00,22382,0.0301029996659,23910.3509398,17794.169978,0
2014-07-07 19:00:00,22270,0.0301029996659,21728.1096796,19838.6499204,0
2014-07-07 19:30:00,20575,0.0301029996659,19586.0518624,21981.3265354,0
2014-07-07 20:00:00,18824,0.0301029996659,17568.030812,24037.6530259,0
2014-07-07 20:30:00,17909,0.0301029996659,15733.136601,25729.2950853,0
2014-07-07 21:00:00,19707,0.0301029996659,14186.2230023,26743.0604013,0
2014-07-07 21:30:00,19066,0.0301029996659,13092.0266572,26833.5297033,0
2014-07-07 22:00:00,17755,0.0301029996659,12616.6643948,26052.5981379,0
2014-07-07 22:30:00,16583,0.0301029996659,12679.4478779,24561.9759346,0
2014-07-07 23:00:00,14955,0.0301029996659,13172.2139956,22475.6972573,0
2014-07-07 23:30:00,11849,0.0301029996659,13991.8831689,19955.2137202,0
2014-07-08 00:00:00,9292,0.0301029996659,14964.6929309,17213.1290816,0
2014-07-08 00:30:00,8110,0.0301029996659,15863.0832044,14385.9905317,0
2014-07-08 01:00:00,7352,0.0301029996659,16555.5326198,11553.3410389,0
2014-07-08 01:30:00,5049,0.0301029996659,16977.800951,8855.20510628,0
2014-07-08 02:00:00,3451,0.0301029996659,17022.8690938,6497.6649336,0
2014-07-08 02:30:00,2465,0.0301029996659,16545.276715,4585.86632721,0
2014-07-08 03:00:00,2125,0.0301029996659,15515.24647,3121.85412054,0
2014-07-08 03:30:00,1877,0.0301029996659,13973.6153315,2095.77360498,0
2014-07-08 04:00:00,2069,0.0301029996659,11995.2062691,1490.96587436,0
2014-07-08 04:30:00,2080,0.0301029996659,9675.127971,1265.99416019,0
2014-07-08 05:00:00,2375,0.0301029996659,7137.62878329,1362.93469237,0
2014-07-08 05:30:00,4303,0.0301029996659,4507.59948792,1696.14352073,0
2014-07-08 06:00:00,6537,0.0301029996659,1963.53947804,2144.10921023,0
2014-07-08 06:30:00,11331,0.0301029996659,-266.666292262,2648.04691765,0
2014-07-08 07:00:00,13565,0.0301029996659,-1973.19896065,3195.0078956,0
2014-07-08 07:30:00,16455,0.0301029996659,-2948.55360035,3934.33527735,0
2014-07-08 08:00:00,18310,0.0301029996659,-3192.46025457,5006.44613676,0
2014-07-08 08:30:00,20288,0.0301029996659,-2670.99278115,6476.64049654,0
2014-07-08 09:00:00,19564,0.0301029996659,-1415.65315051,8370.26769478,0
2014-07-08 09:30:00,19380,0.0301029996659,508.868276081,10701.3162779,0
2014-07-08 10:00:00,16507,0.0301029996659,2915.31645043,13332.7939015,0
2014-07-08 10:30:00,16939,0.0301029996659,5674.04041575,16075.1047867,0
2014-07-08 11:00:00,16113,0.0301029996659,8597.73476081,18584.6556358,0
